0.000000 0.000000
0.002902 0.000000
0.005805 0.000000
0.008707 0.000000
0.011610 0.000000
0.014512 0.000000
0.017415 0.000000
0.020317 0.000000
0.023220 0.000000
0.026122 0.000000
0.029025 0.000000
0.031927 0.000000
0.034830 0.000000
0.037732 0.000000
0.040635 0.000000
0.043537 0.000000
0.046440 0.000000
0.049342 0.000000
0.052245 0.000000
0.055147 0.000000
0.058050 0.000000
0.060952 0.000000
0.063855 0.000000
0.066757 0.000000
0.069660 0.000000
0.072562 0.000000
0.075465 0.000000
0.078367 0.000000
0.081270 0.000000
0.084172 0.000000
0.087075 0.000000
0.089977 0.000000
0.092880 0.000000
0.095782 0.000000
0.098685 0.000000
0.101587 0.000000
0.104490 0.000000
0.107392 0.000000
0.110295 0.000000
0.113197 0.000000
0.116100 0.000000
0.119002 0.000000
0.121905 0.000000
0.124807 0.000000
0.127710 0.000000
0.130612 0.000000
0.133515 0.000000
0.136417 0.000000
0.139320 0.000000
0.142222 0.000000
0.145125 0.000000
0.148027 0.000000
0.150930 0.000000
0.153832 0.000000
0.156735 0.000000
0.159637 0.000000
0.162540 0.000000
0.165442 0.000000
0.168345 0.000000
0.171247 0.000000
0.174150 0.000000
0.177052 0.000000
0.179955 0.000000
0.182857 0.000000
0.185760 0.000000
0.188662 0.000000
0.191565 0.000000
0.194467 0.000000
0.197370 0.000000
0.200272 0.000000
0.203175 0.000000
0.206077 0.000000
0.208980 0.000000
0.211882 0.000000
0.214785 0.000000
0.217687 0.000000
0.220590 0.000000
0.223492 0.000000
0.226395 0.000000
0.229297 0.000000
0.232200 0.000000
0.235102 0.000000
0.238005 0.000000
0.240907 0.000000
0.243810 0.000000
0.246712 0.000000
0.249615 0.000000
0.252517 0.000000
0.255420 0.000000
0.258322 0.000000
0.261224 0.000000
0.264127 0.000000
0.267029 0.000000
0.269932 0.000000
0.272834 0.000000
0.275737 0.000000
0.278639 0.000000
0.281542 0.000000
0.284444 0.000000
0.287347 0.000000
0.290249 0.000000
0.293152 0.000000
0.296054 0.000000
0.298957 0.000000
0.301859 0.000000
0.304762 0.000000
0.307664 0.000000
0.310567 0.000000
0.313469 0.000000
0.316372 0.000000
0.319274 0.000000
0.322177 0.000000
0.325079 0.000000
0.327982 0.000000
0.330884 0.000000
0.333787 0.000000
0.336689 0.000000
0.339592 0.000000
0.342494 0.000000
0.345397 0.000000
0.348299 0.000000
0.351202 0.000000
0.354104 0.000000
0.357007 0.000000
0.359909 0.000000
0.362812 0.000000
0.365714 0.000000
0.368617 0.000000
0.371519 0.000000
0.374422 0.000000
0.377324 0.000000
0.380227 0.000000
0.383129 0.000000
0.386032 0.000000
0.388934 0.000000
0.391837 0.000000
0.394739 0.000000
0.397642 0.000000
0.400544 0.000000
0.403447 0.000000
0.406349 0.000000
0.409252 0.000000
0.412154 0.000000
0.415057 0.000000
0.417959 0.000000
0.420862 0.000000
0.423764 0.000000
0.426667 0.000000
0.429569 0.000000
0.432472 0.000000
0.435374 0.000000
0.438277 0.000000
0.441179 0.000000
0.444082 0.000000
0.446984 0.000000
0.449887 0.000000
0.452789 0.000000
0.455692 0.000000
0.458594 0.000000
0.461497 0.000000
0.464399 0.000000
0.467302 0.000000
0.470204 0.000000
0.473107 0.000000
0.476009 0.000000
0.478912 0.000000
0.481814 0.000000
0.484717 0.000000
0.487619 0.000000
0.490522 0.000000
0.493424 0.000000
0.496327 0.000000
0.499229 0.000000
0.502132 0.000000
0.505034 0.000000
0.507937 0.000000
0.510839 0.000000
0.513741 0.000000
0.516644 0.000000
0.519546 0.000000
0.522449 0.000000
0.525351 0.000000
0.528254 0.000000
0.531156 0.000000
0.534059 0.000000
0.536961 0.000000
0.539864 0.000000
0.542766 0.000000
0.545669 0.000000
0.548571 0.000000
0.551474 0.000000
0.554376 0.000000
0.557279 0.000000
0.560181 0.000000
0.563084 0.000000
0.565986 0.000000
0.568889 0.000000
0.571791 0.000000
0.574694 0.000000
0.577596 0.000000
0.580499 0.000000
0.583401 0.000000
0.586304 0.000000
0.589206 0.000000
0.592109 0.000000
0.595011 0.000000
0.597914 0.000000
0.600816 0.000000
0.603719 0.000000
0.606621 0.000000
0.609524 0.000000
0.612426 0.000000
0.615329 0.000000
0.618231 0.000000
0.621134 0.000000
0.624036 0.000000
0.626939 0.000000
0.629841 0.000000
0.632744 0.000000
0.635646 0.000000
0.638549 0.000000
0.641451 0.000000
0.644354 0.000000
0.647256 0.000000
0.650159 0.000000
0.653061 0.000000
0.655964 0.000000
0.658866 0.000000
0.661769 0.000000
0.664671 86.201803
0.667574 87.260183
0.670476 88.318563
0.673379 89.376944
0.676281 90.347184
0.679184 91.219177
0.682086 92.091170
0.684989 92.963163
0.687891 93.744117
0.690794 94.420770
0.693696 95.097423
0.696599 95.774076
0.699501 96.223494
0.702404 96.584928
0.705306 96.946361
0.708209 97.253448
0.711111 97.366565
0.714014 97.479681
0.716916 97.592798
0.719819 97.645980
0.722721 97.633862
0.725624 97.621743
0.728526 97.609625
0.731429 97.541007
0.734331 97.445914
0.737234 97.350822
0.740136 97.256252
0.743039 97.175254
0.745941 97.094257
0.748844 97.013260
0.751746 96.955478
0.754649 96.947737
0.757551 96.939996
0.760454 96.932255
0.763356 96.960229
0.766259 97.015282
0.769161 97.070334
0.772063 97.125387
0.774966 97.180156
0.777868 97.234915
0.780771 97.289673
0.783673 97.334105
0.786576 97.364818
0.789478 97.395531
0.792381 97.426244
0.795283 97.431370
0.798186 97.432359
0.801088 97.433348
0.803991 97.426647
0.806893 97.401650
0.809796 97.376654
0.812698 97.351658
0.815601 97.324054
0.818503 97.295605
0.821406 97.267157
0.824308 97.244273
0.827211 97.247454
0.830113 97.250634
0.833016 97.253815
0.835918 97.265366
0.838821 97.282912
0.841723 97.300458
0.844626 97.318004
0.847528 97.312752
0.850431 97.307484
0.853333 97.302216
0.856236 97.287948
0.859138 97.262203
0.862041 97.236458
0.864943 97.210713
0.867846 97.195361
0.870748 97.181815
0.873651 97.168269
0.876553 97.160943
0.879456 97.170686
0.882358 97.180430
0.885261 97.190174
